raw_venue_string,canonical_venue,altitude_m,altitude_source,confidence,notes
"Stadion, Førde (NOR)","Forde Stadion, Forde",10,llm_gemini_v4,high,Førde Stadion is located near the Jølstra river delta at the end of the Førdefjorden; topographic maps place the track surface at approximately 10m above sea level.
"Stadion LA, Lubawa (POL)","Stadion LA, Lubawa",105,llm_gemini_v4,high,"The Stadion Lekkoatletyczny (LA) in Lubawa is located at approximately 105m above sea level, consistent with the topography of the Lubawa Uplands."
"Thurrock Blackshots Athletics Stadium, Essex (GBR)","Thurrock Blackshots Athletics Stadium, Grays",28,llm_gemini_v4,high,"The stadium is located in the Blackshots area of Grays, Essex. Topographic data for the specific site indicates an elevation of approximately 28m above sea level."
"Atletiekbaan Hulst, Hulst (NED)","Atletiekbaan Hulst, Hulst",1,llm_gemini_v4,high,"The venue is located in the Zeeland province of the Netherlands, which is a low-lying coastal region. Topographic data for the specific site at Sportpark De Bernardushoeve indicates an elevation of approximately 1 meter above sea level."
"Sportplatz Langenbrand, Forbach (GER)","Sportplatz Langenbrand, Forbach",635,llm_gemini_v4,high,Langenbrand is a mountain village district of Forbach located in the Northern Black Forest; the sports ground is situated at an elevation of approximately 635m.
"Stadio Primo Nebiolo, Torino (ITA)","Stadio Primo Nebiolo, Turin",235,llm_gemini_v4,high,"The stadium is located in Parco Ruffini, Turin. Topographic data for this specific area of the city indicates an elevation of approximately 235 meters above sea level."
"Duane Stadium, North Andover, MA (USA)","Duane Stadium, North Andover",23,llm_gemini_v4,high,Duane Stadium is located on the Merrimack College campus; topographic data for this specific site indicates an elevation of approximately 23 meters (75 feet).
"Farmers Insurance Athletic Complex, Grand Rapids, MI (USA)","Farmers Insurance Athletic Complex, Grand Rapids",201,llm_gemini_v4,high,The venue is located at Davenport University in Grand Rapids; USGS topographic data for this specific site indicates an elevation of approximately 660 feet (201 meters).
"Drake Field House, Des Moines, IA (USA)","Drake Fieldhouse, Des Moines",245,llm_gemini_v4,high,Drake Fieldhouse is located on the Drake University campus in Des Moines; the campus elevation is approximately 245m (804ft) above sea level.
"Luzhniki Arena, Moskva (RUS)","Luzhniki Stadium, Moscow",125,llm_gemini_v4,high,The Luzhniki complex is located on the floodplain of the Moskva River; the stadium turf sits at approximately 125m above sea level.
"Complejo Deportivo Rebecca Colberg, Pista Relín Sosa, Cabo Rojo (PUR)","Complejo Deportivo Rebecca Colberg, Cabo Rojo",12,llm_gemini_v4,high,"The venue is located in the coastal municipality of Cabo Rojo, Puerto Rico. Topographic data for the Rebecca Colberg complex places the track at approximately 12 meters above sea level."
"Estadio Olimpico de La Romana, La Romana (DOM)","Estadio Olimpico de La Romana, La Romana",10,llm_gemini_v4,high,The stadium is located in the coastal city of La Romana; topographic data for the specific site indicates an elevation of approximately 10 meters above sea level.
"Spec Towns Track, Athens, GA (USA)","Spec Towns Track, Athens",213,llm_gemini_v4,high,The Spec Towns Track is located on the University of Georgia campus; topographic data for the facility site indicates an elevation of approximately 700 feet (213 meters).
"Gettler Stadium, Cincinnati, OH (USA)","Gettler Stadium, Cincinnati",183,llm_gemini_v4,high,Gettler Stadium is located on the University of Cincinnati campus; topographic data for this specific site indicates an elevation of approximately 600 feet (183 meters).
"Gems World Academy - Al Barsha, Dubai (UAE)","Gems World Academy - Al Barsha, Dubai",12,llm_gemini_v4,high,"The venue is located in the Al Barsha district of Dubai, which is a low-lying coastal area. Topographic data for this specific site indicates an elevation of approximately 12 meters above sea level."
"Stade Jean Bouin, Deuil-la-Barre (FRA)","Stade Jean Bouin, Deuil-la-Barre",52,llm_gemini_v4,high,The stadium is located in the Val-d'Oise department; topographic data for this specific site in Deuil-la-Barre indicates an elevation of approximately 52 meters.
"Paalalinna Vilhall, Viljandi (EST)","Paalalinna Viilhall, Viljandi",55,llm_gemini_v4,high,The Paalalinna Viilhall is an indoor athletics facility in Viljandi. The city sits on a plateau with the venue located at approximately 55m above sea level.
"Parque Desportivo das Barreiras, Ponte de Sor (POR)","Parque Desportivo das Barreiras, Ponte de Sor",125,llm_gemini_v4,high,The stadium is located in the lower plateau of Ponte de Sor; topographic data for this specific sports complex indicates an elevation of approximately 125m.
"Magyarság Sporttelep, Dunakeszi (HUN)","Magyarsag Sporttelep, Dunakeszi",110,llm_gemini_v4,high,Dunakeszi is located on the left bank of the Danube; the sports complex is situated at approximately 110m above sea level based on local topographic data.
"Stade d'athlétisme Gailly, Charleville-Mézières (FRA)","Stade d'athletisme Gailly, Charleville-Mezieres",148,llm_gemini_v4,high,The stadium is located in the Montcy-Saint-Pierre district near the Meuse river; topographic data for this specific site indicates an elevation of approximately 148m.
"Pista CEDAR Campeche, Campeche (MEX)","Pista CEDAR Campeche, Campeche",5,llm_gemini_v4,high,"The Centro Deportivo de Alto Rendimiento (CEDAR) in Campeche is located in the coastal San Román district, approximately 500 meters from the shoreline at sea level."
"Stade de la Rusta, Tournai (BEL)","Stade de la Rusta, Tournai",25,llm_gemini_v4,high,The venue is located in the Gaurain-Ramecroix district of Tournai; topographic data for this specific site indicates an elevation of approximately 25 metres.
"Stadium Likes, Kota Kinabalu (MAS)","Likas Stadium, Kota Kinabalu",5,llm_gemini_v4,high,"The venue is Likas Stadium (Stadium Likas). It is located in a coastal area of Kota Kinabalu, approximately 500 meters from the shoreline at an elevation of 5 meters."
"Fernando Santiago Athletic Track, Aibonito (PUR)","Fernando Santiago Athletic Track, Aibonito",595,llm_gemini_v4,high,Aibonito is known as the 'City of Flowers' and is located in the Cordillera Central; the specific track is situated at approximately 595m above sea level.
"Pista de Atletismo em Concordia, Concordia (BRA)","Pista de Atletismo em Concordia, Concordia",550,llm_gemini_v4,high,"The venue is located within the Municipal Stadium complex in Concordia, Santa Catarina. The city's urban area sits at an average elevation of 550m, with the stadium site specifically verified at this altitude."
Kolomna (RUS),"Kolomna Speed Skating Center, Kolomna",115,llm_gemini_v4,high,The primary athletics/sports venue in Kolomna is the Kolomna Speed Skating Center (which hosts indoor athletics/multi-sport). The city and venue sit at an elevation of approximately 115m above sea level.
"Quai Gustave-Ador, Genève (SUI)","Quai Gustave-Ador, Geneva",373,llm_gemini_v4,high,"This is a lakeside street circuit in Geneva. Lake Geneva sits at a constant elevation of 372m, and the adjacent quay is approximately 1-2m above the water level."
"Campo Atletica, Bra (ITA)","Campo Atletica, Bra",285,llm_gemini_v4,high,"The venue is the Campo Sportivo Attilio Bravi located in Bra, Piedmont. The stadium is situated at an elevation of approximately 285 meters above sea level."
"Sportanlage des TuS Köln, Köln (GER)","Sportanlage des TuS Koln, Cologne",48,llm_gemini_v4,high,The venue is located in the Stammheim district of Cologne near the Rhine; topographic data for this specific sports complex indicates an elevation of approximately 48 meters.
"THES Sport, Tessenderlo (BEL)","THES Sport, Tessenderlo",26,llm_gemini_v4,high,The venue refers to the athletics track of Looise AV located at the THES Sport complex in Tessenderlo. Topographic data for this specific site in the province of Limburg indicates an elevation of approximately 26 meters.
"Henderson HS, West Chester, PA (USA)","Henderson High School, West Chester",118,llm_gemini_v4,high,"The track at J. Oscar Dicks Stadium (Henderson HS) is located at an elevation of approximately 118m (387ft) based on USGS topographic data for West Chester, PA."
"Pista de Atletismo da UTFPR, Pato Branco (BRA)","Pista de Atletismo da UTFPR, Pato Branco",765,llm_gemini_v4,high,The UTFPR (Federal University of Technology - Parana) campus in Pato Branco is located at an elevation of approximately 765m above sea level.
"Stadium Ragbi Tengku Muhammad Ismail, Kuala Terengganu (MAS)","Stadium Ragbi Tengku Muhammad Ismail, Kuala Terengganu",12,llm_gemini_v4,high,Located in the Gong Badak sports complex near the coast; elevation is based on topographic data for the specific stadium site in Terengganu.
Sacile (ITA),"Stadio Comunale XXV Aprile, Sacile",25,llm_gemini_v4,high,"The primary athletics venue in Sacile is the Stadio Comunale XXV Aprile, located at an elevation of approximately 25 meters above sea level."
"Estadio atletismo Riomar, Castro Urdiales (ESP)","Estadio de Atletismo Riomar, Castro Urdiales",5,llm_gemini_v4,high,"The stadium is located in the Riomar district of Castro Urdiales, directly adjacent to the coastline (Brazomar beach), placing it at sea level."
Novellara (ITA),"Campo Sportivo Comunale, Novellara",24,llm_gemini_v4,high,"The primary athletics venue in Novellara is the Campo Sportivo Comunale located in the Po Valley, which has a consistent elevation of approximately 24 meters."
"Estadio Lucas Pacheco Toro, Talagante (CHI)","Estadio Lucas Pacheco Toro, Talagante",345,llm_gemini_v4,high,The stadium is located in the central valley of Chile; topographic data for Talagante consistently places this specific urban site at approximately 345m above sea level.
"Atletický štadión, Čadca (SVK)","Atleticky stadion, Cadca",415,llm_gemini_v4,high,"The stadium is located in the Kysuce region at an elevation of approximately 415m, consistent with the town's valley floor elevation."
"Aggerstadion, Troisdorf (GER)","Aggerstadion, Troisdorf",55,llm_gemini_v4,high,The Aggerstadion is located in the Agger river valley in Troisdorf; topographic data for the specific site indicates an elevation of approximately 55 meters above sea level.
Thiva (GRE),Thiva,125,llm_gemini_v4,high,"The Municipal Stadium of Thiva (Thebes) is the primary athletics venue in the city, located at an elevation of approximately 125m."
"Eiderstadion, Büdelsdorf (GER)","Eiderstadion, Budelsdorf",9,llm_gemini_v4,high,The stadium is located in the lowlands of Schleswig-Holstein near the Kiel Canal; topographic data for the specific site indicates an elevation of approximately 9 meters.
"National Stadium, Majuro (MHL)","National Stadium, Majuro",3,llm_gemini_v4,high,Majuro is a low-lying coral atoll with a maximum elevation of approximately 3 meters; the stadium is located on the main coastal strip.
"Padre Carolo, Quito (ECU)","Pista Atletica Padre Carolo, Quito",2850,llm_gemini_v4,high,"Located in the Quitumbe district of southern Quito; specific venue elevation is approximately 2850m, consistent with the high-altitude profile of the city."
"Estadio Rosendo Hernández, Santa Cruz de Palma (ESP)","Estadio Rosendo Hernandez, Santa Cruz de la Palma",5,llm_gemini_v4,high,"The stadium is located in the port area of Santa Cruz de la Palma, Canary Islands, at sea level."
Dvúr Králové Nad Labem (CZE),Dvur Kralove nad Labem,298,llm_gemini_v4,high,"The venue refers to the municipal stadium in Dvur Kralove nad Labem, located at an elevation of approximately 298m near the Elbe river."
"SONOTRONIC Sportpark, Karlsbad (GER)","Sonotronic Sportpark, Karlsbad",195,llm_gemini_v4,high,"The venue is located in the Ittersbach district of Karlsbad, Germany. Topographic data for this specific sports complex indicates an elevation of approximately 195 meters above sea level."
"Christos Thodis Municipal Stadium, Loutraki (GRE)","Christos Thodis Municipal Stadium, Loutraki",15,llm_gemini_v4,high,"The stadium is located in the coastal town of Loutraki, approximately 400 meters from the shoreline. Topographic data for this specific municipal block indicates an elevation of 15 meters."
"Kjølnes stadion, Porsgrunn (NOR)","Kjolnes Stadion, Porsgrunn",5,llm_gemini_v4,high,The stadium is located in a coastal area of Porsgrunn near the Frierfjord; topographic data confirms the site elevation is approximately 5 meters above sea level.
"Stade J. Ladoumegue, Lormont (FRA)","Stade Jules Ladoumegue, Lormont",55,llm_gemini_v4,high,"The stadium is located in the upper part of Lormont (Gironde) at an elevation of approximately 55m, significantly higher than the nearby Garonne river level."
